P67,Mitchelstown,52.26631660194159,-8.269800453595957
P72,Bandon,51.74802955892646,-8.72530592117074
P75,Bantry|Glengarriff,51.68014337202572,-9.453280355820306
P81,Skibbereen|Baltimore,51.55581649184709,-9.261787002525589
P85,Clonakilty|Rosscarbery,51.620514103612514,-8.905642046973936
R14,Athy,52.99183451538156,-6.98569217087108
R21,Bagenalstown,52.70316137150898,-6.955309692391553
R32,Portlaoise|Abbeyleix|Portarlington,53.037383634520424,-7.297954199516861
R35,Tullamore|Walsh Island Offaly,53.27534418649146,-7.493238819836438
R42,Birr|Banagher,53.098235957966104,-7.909473579578539
R45,Edenderry,53.34322239619236,-7.051471928488683
R51,Kildare,53.15899699166782,-6.909056085222904
R56,Curragh,53.15689342960605,-6.849782772596347
R93,Carlow|Tullow,52.838081221892914,-6.924700212177832
R95,Kilkenny|Graiguenamanagh|Thomastown,52.654355531026624,-7.2450655800000945
T12,Cork City Southside|Mahon|Passage West,51.89364818991091,-8.445742226308232
T23,Cork City Northside|Hollyhill,51.909188210751225,-8.475077316461073
T34,Carrignavar,51.989848138205936,-8.473538170125392
T45,Glanmire|Carrigtwohill,51.91792025336607,-8.39808323278056
T56,Watergrasshill,52.0113934528967,-8.343869738159935
V14,Shannon,52.71254342057958,-8.87378553271083
V15,Kilrush|Kilkee,52.64075080216659,-9.485465323617863
V23,Caherciveen,51.9477715485796,-10.220904710771686
V31,Listowel,52.44625690876809,-9.485322548270007
V35,Kilmallock,52.39857669388777,-8.570892505734921
V42,Newcastle West,52.448749116158325,-9.054753167761696
V92,Tralee|Dingle,52.27170178533959,-9.70258355436789
V93,Kenmare|Killarney,52.05816253886202,-9.506571026843663
V94,Limerick|Abbeyfeale|Newport|Killaloe-Ballina,52.663897761462096,-8.63116031597914
V95,Miltown Malbay|Ennis|Kildysart,52.84582942967988,-8.982626712452285
W12,Newbridge,53.17525381067839,-6.805029281805728
W23,Maynooth|Celbridge|Leixlip,53.381277129661086,-6.591524274199586
W34,Monasterevin,53.14011538818719,-7.060291163991825
W91,Naas|Blessington,53.2205437050142,-6.660169841181279
X35,Dungarvan,52.09370320113552,-7.6203191151168665
X42,Kilmacthomas|Bunmahon,52.20647766936717,-7.422597158961377
X91,Waterford|Dunmore East|Tramore,52.240288287972625,-7.113903629767476
Y14,Arklow,52.797692821070925,-6.159907209759502
Y21,Enniscorthy|Bunclody,52.503204827812546,-6.573048360062037
Y25,Gorey,52.675864405272286,-6.294259263882475
Y34,New Ross|Fethard On Sea,52.3953732938562,-6.945373087322137
Y35,Wexford|Rosslare,52.33675600283288,-6.463587545058728
